"","Longitude","Latitude","IsoTime","AppliedRate","ControlRate","Variety","DISTANCE","Heading"
"8405",235.424425214464,284.953625106138,"2020-04-29T21:51:35.951Z",26710.6013399833,26000,"0100 conventional",7.35851648,179.62946533
"8406",235.398890339567,282.644919329517,"2020-04-29T21:51:36.951Z",26609.42992942,26000,"0100 conventional",7.62098367,179.01946533
"8407",235.436363972038,280.339641726249,"2020-04-29T21:51:37.951Z",26579.75298232,26000,"0100 conventional",7.62098367,179.07946533
"8408",235.515069570401,278.012468078765,"2020-04-29T21:51:38.950Z",26573.00822162,26000,"0100 conventional",7.68660047,179.39946533
"8409",235.590901172745,275.698011830561,"2020-04-29T21:51:39.952Z",26421.92558185,26000,"0100 conventional",7.62098367,179.51946533
"8410",235.62749053222,273.412529136045,"2020-04-29T21:51:40.951Z",26394.9465390333,26000,"0100 conventional",7.52255848,179.44946533
"8411",235.664411408258,271.094644719988,"2020-04-29T21:51:41.951Z",26386.8528261933,26000,"0100 conventional",7.65379207,179.61946533
"8412",235.686188087972,268.797550486384,"2020-04-29T21:51:42.950Z",26320.75417129,26000,"0100 conventional",7.58817528,179.72946533
"8413",235.706859281527,266.488623542283,"2020-04-29T21:51:43.951Z",26239.81704284,26000,"0100 conventional",7.62098367,179.98946533
"8414",235.791644903746,264.170407365968,"2020-04-29T21:51:44.951Z",26123.8071587367,26000,"0100 conventional",7.65379207,179.80946533
"8415",235.820164712703,261.856172288388,"2020-04-29T21:51:45.951Z",26118.41135017,26999.97822198,"0100 conventional",7.62098367,179.73946533
"8416",235.801814722605,259.487086511026,"2020-04-29T21:51:46.951Z",26668.7838236133,26999.97822198,"0100 conventional",7.81783407,179.85946533
"8417",235.782690863449,257.178601914459,"2020-04-29T21:51:47.954Z",26361.2227355133,26999.97822198,"0100 conventional",7.62098367,180.14946533
"8418",235.836082492184,254.845124857437,"2020-04-29T21:51:48.951Z",26648.5495415,26999.97822198,"0100 conventional",7.68660047,180.25946533
"8419",235.855980192123,252.499372742384,"2020-04-29T21:51:49.951Z",27108.5422215167,27666.63036996,"0100 conventional",7.75221727,179.85946533
"8420",235.829118745145,250.177396636388,"2020-04-29T21:51:50.951Z",27298.7444733667,27666.63036996,"0100 conventional",7.65379207,179.40946533
"8421",235.875214651578,247.827110495648,"2020-04-29T21:51:51.952Z",27285.25495196,27666.63036996,"0100 conventional",7.75221727,179.43946533
"8422",235.857638433143,245.519731753772,"2020-04-29T21:51:52.952Z",27390.4732189467,27999.95644395,"0100 conventional",7.62098367,179.60946533
