"","Longitude","Latitude","IsoTime","AppliedRate","ControlRate","Variety","DISTANCE","Heading"
"27",1073.28624826203,1573.71308133982,"2017-05-11T01:48:14.400Z",23947.27287955,0,"0995 conventional",5.17615333,270.18453613
"28",1071.14098304643,1573.67293207523,"2017-05-11T01:48:15.400Z",23947.27287955,0,"0995 conventional",5.11053654,269.92453613
"29",1069.00729665035,1573.62559683773,"2017-05-11T01:48:16.399Z",24040.350577265,0,"0995 conventional",5.07772814,269.80453613
"30",1066.86831711179,1573.62592597053,"2017-05-11T01:48:17.400Z",24673.68360737,0,"0995 conventional",5.11053654,269.65453613
"31",1064.43005482377,1573.57981445897,"2017-05-11T01:48:18.400Z",24673.68360737,0,"0995 conventional",5.83232131,269.94453613
"32",1061.7878963792,1573.57096978882,"2017-05-11T01:48:19.399Z",22126.187489475,0,"0995 conventional",6.2916389,270.09453613
"33",1059.12632985415,1573.5575935135,"2017-05-11T01:48:20.400Z",22126.187489475,0,"0995 conventional",6.3572557,270.39453613
"34",1056.39187276808,1573.55130230583,"2017-05-11T01:48:21.400Z",22522.77941887,0,"0995 conventional",6.52129769,271.10453613
"35",1053.63701510146,1573.62198042621,"2017-05-11T01:48:22.400Z",22522.77941887,0,"0995 conventional",6.55410609,271.68453613
"36",1050.83209259351,1573.73013917727,"2017-05-11T01:48:23.400Z",24092.95971076,0,"0995 conventional",6.71814808,271.70453613
"37",1048.07028685603,1573.73809806309,"2017-05-11T01:48:24.400Z",24092.95971076,0,"0995 conventional",6.58691449,271.49453613
"38",1045.28256656989,1573.77403199805,"2017-05-11T01:48:25.400Z",24661.543038105,0,"0995 conventional",6.65253129,271.02453613
"39",1042.54083078488,1573.7919456911,"2017-05-11T01:48:26.400Z",23398.923834315,0,"0995 conventional",6.52129769,270.90453613
"40",1039.71683094675,1573.82335470961,"2017-05-11T01:48:27.400Z",23398.923834315,0,"0995 conventional",6.71814808,270.96453613
"41",1036.87154825043,1573.87245764806,"2017-05-11T01:48:28.399Z",23496.048388455,0,"0995 conventional",6.78376488,270.98453613
"42",1034.04225505198,1573.87765174485,"2017-05-11T01:48:29.400Z",23447.48611139,0,"0995 conventional",6.75095648,270.77453613
"43",1031.2314878836,1573.87598970403,"2017-05-11T01:48:30.400Z",23730.766060955,0,"0995 conventional",6.68533968,270.59453613
"44",1028.39094672563,1573.88350375519,"2017-05-11T01:48:31.399Z",23708.50835063,0,"0995 conventional",6.75095648,270.24453613
"45",1025.50750936425,1573.84070699154,"2017-05-11T01:48:32.400Z",23708.50835063,0,"0995 conventional",6.88219008,270.36453613
"46",1022.6347684037,1573.87432396132,"2017-05-11T01:48:33.400Z",24317.5602422,0,"0995 conventional",6.84938168,270.20453613
"47",1019.75133105643,1573.87244637499,"2017-05-11T01:48:34.399Z",24317.5602422,0,"0995 conventional",6.88219008,270.34453613
"48",1016.87836982657,1573.87101396907,"2017-05-11T01:48:35.400Z",23522.3529552,0,"0995 conventional",6.84938168,270.64453613
"49",1013.97519359524,1573.88970831829,"2017-05-11T01:48:36.400Z",23947.27287955,0,"0995 conventional",6.91499848,270.89453613
"50",1011.10112962253,1573.90619031185,"2017-05-11T01:48:37.399Z",23961.43687703,0,"0995 conventional",6.84938168,271.11453613
"51",1008.19960736208,1573.94899024541,"2017-05-11T01:48:38.400Z",23961.43687703,0,"0995 conventional",6.91499848,271.17453613
"52",1005.33238022078,1574.01324473602,"2017-05-11T01:48:39.399Z",24768.784733295,0,"0995 conventional",6.84938168,271.22453613
"53",1002.45986004199,1574.06234996114,"2017-05-11T01:48:40.400Z",24768.784733295,0,"0995 conventional",6.84938168,271.37453613
"54",999.565174586321,1574.14053615276,"2017-05-11T01:48:41.400Z",24212.341975215,0,"0995 conventional",6.91499848,271.26453613
"55",996.703240689373,1574.15900755816,"2017-05-11T01:48:42.402Z",24532.043632585,0,"0995 conventional",6.81657328,271.41453613
"56",993.795432581088,1574.22093540175,"2017-05-11T01:48:43.399Z",24732.363025495,0,"0995 conventional",6.94780688,271.22453613
"57",990.884647289163,1574.25356022142,"2017-05-11T01:48:44.400Z",24732.363025495,0,"0995 conventional",6.94780688,271.24453613
"58",988.02006649815,1574.29547101922,"2017-05-11T01:48:45.400Z",24932.682418405,0,"0995 conventional",6.84938168,271.05453613
"59",985.13188703427,1574.34113946024,"2017-05-11T01:48:46.399Z",24932.682418405,0,"0995 conventional",6.88219008,270.72453613
"60",982.219447304467,1574.36081610173,"2017-05-11T01:48:47.400Z",24412.661368125,0,"0995 conventional",6.94780688,270.23453613
"61",979.336119958649,1574.36158231413,"2017-05-11T01:48:48.400Z",24412.661368125,0,"0995 conventional",6.88219008,269.78453613
"62",976.446396917108,1574.33183251776,"2017-05-11T01:48:49.399Z",25173.470375535,0,"0995 conventional",6.88219008,269.74453613
"63",973.555019784014,1574.3371409067,"2017-05-11T01:48:50.400Z",25173.470375535,0,"0995 conventional",6.88219008,269.74453613
"64",970.641036548636,1574.33990639587,"2017-05-11T01:48:51.400Z",24695.9413177,0,"0995 conventional",6.94780688,269.78453613
"65",967.749438875121,1574.3207744327,"2017-05-11T01:48:52.400Z",24695.9413177,0,"0995 conventional",6.88219008,269.80453613
"66",964.835676198968,1574.29876797742,"2017-05-11T01:48:53.400Z",25011.59611864,0,"0995 conventional",6.94780688,269.87453613
"67",961.915848466129,1574.29467714983,"2017-05-11T01:48:54.400Z",24791.04244362,0,"0995 conventional",6.94780688,269.93453613
"68",959.024581658877,1574.29390512251,"2017-05-11T01:48:55.399Z",25195.72808586,0,"0995 conventional",6.88219008,270.05453613
"69",956.140923706932,1574.29080944679,"2017-05-11T01:48:56.400Z",25177.51723196,0,"0995 conventional",6.88219008,270.10453613
"70",953.22760213983,1574.28904139144,"2017-05-11T01:48:57.400Z",24489.55164015,0,"0995 conventional",6.94780688,270.18453613
"71",950.344826348002,1574.28837749009,"2017-05-11T01:48:58.400Z",24633.215043145,0,"0995 conventional",6.88219008,270.16453613
