"","Longitude","Latitude","IsoTime","Yield","SWATHWIDTH","Swaths","DISTANCE","Heading","WetMass","Moisture"
"1",7.93683266834844,59.2646095831354,"2014-10-06T22:38:21.999Z",14.96847772,5,7,5.37668689,0.70593747,898.25576992,12.02
"2",7.98018979464365,60.884759463429,"2014-10-06T22:38:23.001Z",19.32603128,5,7,5.34387849,1.21593747,1159.75180861,12.02
"3",8.06756586445391,62.5174060842806,"2014-10-06T22:38:24.003Z",23.27468501,5,7,5.37668689,1.86593747,1396.70983877,12.02
"4",8.15924446972609,64.147619671445,"2014-10-06T22:38:25.003Z",27.42778865,5,7,5.37668689,2.22593747,1645.9368732,12.02
"5",8.20017422319764,65.7829203190597,"2014-10-06T22:38:26.006Z",27.86040362,5,7,5.37668689,1.76593747,1671.89802262,12.02
"6",8.23194715805671,67.4064983698055,"2014-10-06T22:38:26.997Z",26.55152946,5,7,5.34387849,1.31593747,1593.35271003,12.02
"7",8.25334980816537,69.0478815352387,"2014-10-06T22:38:28.006Z",21.92954959,5,7,5.40949529,1.18593747,1315.98849396,12.02
"8",8.27111176198091,70.6737820186234,"2014-10-06T22:38:29.008Z",30.88870836,5,7,5.37668689,0.92593747,1853.62606856,12.02
"9",8.30453961067085,72.3031108162602,"2014-10-06T22:38:30.007Z",28.0334496,5,7,5.37668689,0.73593747,1682.28248239,12.02
"10",8.3095040621231,73.9199428725533,"2014-10-06T22:38:31.004Z",28.98904692,5,7,5.34387849,0.41593747,1739.62771291,12.11
"11",8.32550096829737,75.5387656235611,"2014-10-06T22:38:32.009Z",23.41757844,5,7,5.34387849,0.60593747,1405.28484917,12.11
"12",8.36764447481164,77.1607955079407,"2014-10-06T22:38:33.006Z",29.07610112,5,7,5.34387849,0.88593747,1744.85182016,12.11
"13",8.41386988073738,78.8002986692879,"2014-10-06T22:38:34.003Z",28.20742065,5,7,5.40949529,0.98593747,1692.72245497,12.11
"14",8.45104882291884,80.4169096114931,"2014-10-06T22:38:35.005Z",25.76804171,5,7,5.34387849,1.20593747,1546.33574481,12.11
"15",8.46859005445571,82.0199178419467,"2014-10-06T22:38:36.005Z",26.70533242,5,7,5.27826169,0.63593747,1602.58239907,12.11
"16",8.42854253319666,83.6369710021124,"2014-10-06T22:38:37.007Z",25.68098751,5,7,5.34387849,359.76559448,1541.11163757,12.11
"17",8.39698999138126,85.2452875729064,"2014-10-06T22:38:38.001Z",20.49651868,5,7,5.31107009,359.25559448,1229.9925559,12.11
"18",8.43836140106124,86.8449782787464,"2014-10-06T22:38:39.005Z",19.65441957,5,7,5.27826169,0.20312499,1179.45833331,12.11
"19",8.47664364264673,88.4475442810242,"2014-10-06T22:38:40.004Z",23.26801241,5,7,5.27826169,0.68312499,1396.30941701,12.11
"20",8.54769181379627,90.0384982646935,"2014-10-06T22:38:41.007Z",19.95472615,5,7,5.24545329,1.00312499,1197.47967922,12.11
"21",8.56942541249337,91.6315534011116,"2014-10-06T22:38:42.009Z",19.1565371,5,7,5.24545329,0.82312499,1149.58049205,12.11
"22",8.59744742631735,93.2413076920245,"2014-10-06T22:38:43.000Z",20.32133476,5,7,5.31107009,0.62312499,1219.47979902,12.11
"23",8.65503626690928,94.8259580665754,"2014-10-06T22:38:44.009Z",22.1329763,5,7,5.21264489,1.29312499,1328.19609569,12.11
"24",8.73314510836636,96.4269757689024,"2014-10-06T22:38:45.002Z",23.44428523,5,7,5.27826169,1.56312499,1406.88751866,12.11
"25",8.82283784181251,98.0235698426231,"2014-10-06T22:38:46.002Z",23.79683087,5,7,5.27826169,1.72312499,1428.04372194,12.16
"26",8.73524075027651,99.6040174268427,"2014-10-06T22:38:47.003Z",24.81035246,5,7,5.21264489,359.71090698,1488.86497823,12.16
"27",8.72167089709762,101.184022847321,"2014-10-06T22:38:48.004Z",24.89959834,5,7,5.21264489,359.26090698,1494.22060765,12.16
"28",8.6625376543216,102.774644994057,"2014-10-06T22:38:49.004Z",24.74386042,5,7,5.24545329,359.05090698,1484.87480223,12.16
"29",8.64698223973826,104.344918601176,"2014-10-06T22:38:50.000Z",26.13504282,5,7,5.17983649,359.61090698,1568.35941846,12.16
"30",8.67059148395162,105.930011292697,"2014-10-06T22:38:50.997Z",27.93395799,5,7,5.21264489,359.98090698,1676.31200787,12.16
"31",8.71461059365194,107.5073627092,"2014-10-06T22:38:52.000Z",26.14904055,5,7,5.21264489,0.69531244,1569.19941951,12.16
"32",8.76480761937466,109.093561260333,"2014-10-06T22:38:52.998Z",21.55110424,5,7,5.24545329,0.73531244,1293.27805356,12.16
"33",8.7488106693024,110.686395193868,"2014-10-06T22:38:54.000Z",23.05879466,5,7,5.24545329,0.36531244,1383.75429598,12.16
"34",8.79051287236003,112.287965848003,"2014-10-06T22:38:55.007Z",20.18323803,5,7,5.27826169,0.59531244,1211.19263824,12.16
"35",8.77948042861251,113.8938494299,"2014-10-06T22:38:56.009Z",22.42354181,5,7,5.31107009,0.11531244,1345.63288167,12.16
"36",8.78312107943983,115.475403172332,"2014-10-06T22:38:57.005Z",19.99107537,5,7,5.21264489,0.06531244,1199.66098966,12.16
"37",8.76635188986476,117.075757266011,"2014-10-06T22:38:58.005Z",22.03410266,5,7,5.27826169,359.78903198,1322.2627055,12.16
"38",8.77595000095938,118.659522828247,"2014-10-06T22:38:59.001Z",21.77599281,5,7,5.21264489,359.78903198,1306.77357802,12.16
"39",8.77098554950714,120.258439323605,"2014-10-06T22:39:00.001Z",26.61719601,5,7,5.27826169,0.07031249,1597.29334825,12.16
"40",8.81588717675695,121.837781323241,"2014-10-06T22:39:00.999Z",32.57474334,5,7,5.21264489,0.52031249,1954.80473761,12.38
"41",8.82338907056406,123.418560899196,"2014-10-06T22:39:02.005Z",32.57474334,5,7,5.21264489,0.22031249,1954.80473761,12.38
"42",8.84247493631732,124.986843790384,"2014-10-06T22:39:03.003Z",34.84672376,5,7,5.17983649,0.13031249,2091.14589128,12.38
"43",8.83563488167903,126.5504818823,"2014-10-06T22:39:04.007Z",35.06884519,5,7,5.14702809,0.03031249,2104.47535974,12.38
"44",8.83122186906162,128.123741309898,"2014-10-06T22:39:05.012Z",34.39766804,5,7,5.17983649,359.68746948,2064.19813495,12.38
"45",8.82118246548486,129.682292253356,"2014-10-06T22:39:06.003Z",34.61692708,5,7,5.14702809,359.70746948,2077.35583191,12.38
