"","Longitude","Latitude","AppliedRate","ControlRate","Variety","DISTANCE","Heading"
"1",1463.3356517186,1241.91381275485,0,0,"1.8 extend rr",4.1839527,182.79631042
"2",1463.20085980346,1240.13877285247,129997.16885676,0,"1.8 extend rr",5.88998945,183.75631042
"3",1463.00686065264,1238.51601211839,129997.16885676,0,"1.8 extend rr",5.36505506,184.60631042
"4",1462.8025812336,1236.93129439041,129997.16885676,0,"1.8 extend rr",5.23382147,185.74631042
"5",1462.59256193943,1235.38417636262,68128.8278711,0,"1.8 extend rr",5.13539627,186.70631042
"6",1462.34255249416,1233.814388327,92155.014450895,0,"1.8 extend rr",5.20101307,187.72631042
"7",1462.10259792081,1232.23265682838,108795.688059805,0,"1.8 extend rr",5.26662987,188.64631042
"8",1461.75306539198,1230.66076722646,117719.006471195,0,"1.8 extend rr",5.26662987,189.37631042
"9",1461.3603491161,1229.07306248177,124626.99038423,0,"1.8 extend rr",5.33224667,189.74631042
"10",1460.98829405391,1227.39821414685,124885.98919526,0,"1.8 extend rr",5.62752226,189.94631042
"11",1460.60134284093,1225.55670783171,120124.86261431,0,"1.8 extend rr",6.15245664,189.43631042
"12",1460.21628002233,1223.84315003418,118058.942410675,0,"1.8 extend rr",5.72594745,188.48631042
"13",1459.76494824807,1221.52312891378,110353.72778243,0,"1.8 extend rr",7.72725979,187.08631042
"14",1459.42806107332,1219.33548159628,104149.89688689,0,"1.8 extend rr",7.2679422,185.62631042
"15",1459.15900269942,1217.06677403465,113716.66546944,0,"1.8 extend rr",7.497601,184.06631042
"16",1459.03430889844,1214.84871720397,117832.31845102,0,"1.8 extend rr",7.333559,183.12631042
"17",1458.88718229344,1212.63276223817,121502.81722614,0,"1.8 extend rr",7.3007506,182.52631042
"18",1458.81484063101,1210.01294153868,116100.263902235,0,"1.8 extend rr",8.64589496,181.95631042
"19",1458.71388917465,1207.2700369116,111225.825341455,0,"1.8 extend rr",9.03959575,181.34631042
"20",1458.70086476873,1204.58795571042,114999.51895534,0,"1.8 extend rr",8.84274535,180.90631042
"21",1458.66950248408,1201.89647463684,122037.002273895,0,"1.8 extend rr",8.87555375,180.48631042
"22",1458.64996347652,1199.21903816195,126332.740366275,0,"1.8 extend rr",8.84274535,179.92631042
"23",1477.0727739243,1200.18258500069,0,0,"1.8 extend rr",8.97397895,352.71631042
"24",1476.41002558906,1205.54343172459,114313.447505295,0,"1.8 extend rr",17.7839159,354.76631042
"25",1476.15245986936,1208.21921036025,121622.199490595,0,"1.8 extend rr",8.84274535,356.49631042
"26",1475.942728477,1210.91953853443,123916.7670821,0,"1.8 extend rr",8.90836215,358.32631042
"27",1475.87616812198,1213.5407953817,124867.778341365,0,"1.8 extend rr",8.64589496,0.43834931
"28",1475.94393196997,1216.09724670031,127461.81330812,0,"1.8 extend rr",8.44904457,2.43834931
"29",1476.17495045219,1218.69019179991,133538.168226355,0,"1.8 extend rr",8.58027816,3.83834931
"30",1476.47466070604,1221.42347349747,129865.646023025,0,"1.8 extend rr",9.03959575,4.47834931
"31",1476.79777568492,1224.15399156939,127741.046401265,0,"1.8 extend rr",9.03959575,4.52834931
"32",1477.11721703734,1226.8357425962,126654.465451855,0,"1.8 extend rr",8.87555375,3.39834931
"33",1477.41451921111,1229.47912116627,125654.89191552,0,"1.8 extend rr",8.74432016,0.35834931
"34",1477.42203086812,1232.16385593627,125434.3382405,0,"1.8 extend rr",8.84274535,355.76330566
"35",1477.10175222247,1234.78200691488,124438.81156059,0,"1.8 extend rr",8.67870336,349.60330566
"36",1476.41469503702,1237.34694735047,123251.059200615,0,"1.8 extend rr",8.61308656,342.02330566
"37",1475.28475093101,1239.80315218636,126698.9808725,0,"1.8 extend rr",8.54746976,332.87330566
"38",1473.54072363012,1242.07575058567,128368.309146735,0,"1.8 extend rr",8.58027816,322.90330566
"39",1452.78840029242,1243.55747486053,0,0,"1.8 extend rr",7.89130178,234.47330566
"40",1449.83654825349,1241.99152624874,90756.825556955,0,"1.8 extend rr",8.71151176,232.49330566
"41",1446.68561611891,1240.24722101124,108931.257749955,0,"1.8 extend rr",9.43329653,231.98330566
"42",1443.70987540148,1238.625897206,114857.87898056,0,"1.8 extend rr",8.87555375,232.04330566
"43",1440.83807694078,1237.04162673949,116604.09752682,0,"1.8 extend rr",8.61308656,232.56330566
"44",1437.98637329333,1235.51310305411,121745.62861148,0,"1.8 extend rr",8.44904457,233.82330566
"45",1362.98498795547,1182.76526343503,0,0,"1.8 extend rr",10.25350651,179.39330566
"46",1363.06130613638,1176.63594656116,108049.995519595,0,"1.8 extend rr",20.21173742,179.97330566
"47",1363.0755543503,1173.56592453749,115849.358804045,0,"1.8 extend rr",10.12227291,180.05330566
