"Sample","Easting","Northing","AppliedRate","ControlRate","Yield"
"3",483.051719121593,782.736810589523,20199.20935634,24000,100.366844372397
"4",484.496189135288,782.665779982022,23765.8388166167,24000,99.5556428335901
"5",486.144457130775,782.691149721124,25345.46177349,24000,99.2844700826823
"6",487.676082624474,782.691132838811,25779.82436283,24000,99.1971718411667
"7",489.189449059431,782.726933120478,24994.73421688,24000,99.0980386918588
"8",490.770834904428,782.76163662701,25171.44694733,25333,99.0812260773091
"9",492.312486071716,782.609057744609,24529.3457283067,25333,100.516344607173
"10",494.095289868488,782.53664363768,24313.51338578,25333,102.697976697873
"11",496.116816243896,782.591949632542,23881.8487007267,25333,106.425802325315
"12",498.444428905642,782.343396801958,21264.88154757,26000,112.524058849452
"13",500.590049807631,782.539768111747,23041.4515170067,26000,118.169565886372
"14",502.927623598141,782.418553287935,23763.1409123333,26000,125.224902267222
"15",504.996382109856,782.301674234887,24483.48135552,26000,131.63925743567
"16",507.912349176378,781.844297165623,24086.8894261267,26000,141.1312538789
"17",510.79256837771,781.922604539395,23996.50963269,26000,148.631686767771
"18",513.676731146088,782.024422775677,24282.4874865433,26000,155.462780568883
"19",516.328471026064,781.794099955,24549.58001042,26000,161.27208745017
"20",519.382029429541,781.903911591096,24774.85501793,26000,166.62945861527
"21",522.260056248029,781.969321904252,24950.2187962367,26000,170.475451872099
"22",524.955800040306,781.990267965128,25422.3520455167,26000,172.884181622634
"23",528.084454716132,781.944159112365,25543.75773819,26000,173.633506829147
"24",530.98435965924,781.951754745721,25616.60115379,26000,172.357580665393
"25",533.966759134636,781.974275126054,25489.7996525567,26000,169.894928860727
"26",537.82335748268,781.989131616941,25535.6640253433,26000,165.053890149414
"27",541.263636118073,781.820066385042,25717.7725643533,26000,159.422489109081
"28",544.584291797482,781.796920937183,25733.95999004,26000,152.962874780488
"29",548.316306176516,781.773791558362,26005.0993703433,25333,145.918004969839
"30",551.82109933084,781.650081125646,26018.58889175,25333,139.033714714256
"31",555.128349412847,781.713215808355,26123.8071587333,25333,131.599670506761
"32",559.005000162992,781.408372830127,25725.8662772,24667,122.621524319863
"33",562.439799174055,781.302592239248,25631.43962734,24667,114.886359327807
"34",565.705714224277,781.42473954583,25565.3409724433,24667,108.615875838528
"35",569.456415900239,781.40514335884,25493.84650898,24667,102.258132078118
"36",572.954143973772,781.033653994579,25381.8834812933,24667,99.1583784510332
