"Sample","Easting","Northing","AppliedRate","ControlRate","Yield"
"193",981.472876573922,151.463235599497,25987.5629925133,26000,218.013254132773
"194",981.529331545377,149.067738648552,26019.9378438933,26000,216.782056185827
"195",981.579454387714,146.679043011412,26048.2658388467,26000,215.669050185253
"196",981.559751329175,144.287303240912,26053.66164741,26000,214.641377245601
"197",981.610537454717,141.881021927802,26067.15116882,26000,213.776555582308
"198",981.625402394862,139.60487470377,26006.44832248,26000,213.227424459496
"199",981.644394773302,137.095601104209,26216.8848564467,27500,212.936419406189
"200",981.671787957734,134.802724190729,26349.0821662467,27500,212.839526970286
"201",981.747082491441,132.395909521607,26788.8405641467,27500,212.931484306365
"202",981.755646519198,130.06424461075,26860.33502761,27500,213.435972096911
"203",981.817423543728,127.746823515132,26894.05883113,27500,214.287673072621
"204",981.747871716045,125.396781055205,27064.02680087,27500,215.239295626296
"205",981.80970674255,123.036289191432,27081.5631787,27500,216.276996108258
"206",981.836720635572,120.699986077678,27778.9714354933,26500,217.402172597865
"207",981.889223046501,118.32960307157,27586.0712793567,26500,218.722704905239
"208",981.973118809783,116.01890846248,27033.0009016333,26500,220.134031485462
"209",981.965717033331,113.695121374329,26799.6321812733,26000,221.424383083462
"210",981.94952459524,111.363767155907,26686.3202014467,26000,222.280284739171
"211",981.87207116844,108.965093881381,26653.9453500667,26000,222.993931079228
"212",981.831523037834,106.608246710802,26314.0094105867,26000,223.925238359416
"213",981.785976938201,104.488643359177,26282.9835113467,26000,224.885921176005
"214",981.736021518187,101.882156267739,26214.1869521667,26000,226.25528591546
"215",981.731275901656,99.4775592287956,26171.0204836567,26500,227.689263068189
"216",981.781635155097,97.079918110866,25692.1424736767,26500,229.175184443927
"217",981.909705929437,94.6841012159314,25852.66777843,26500,230.656718908545
"218",981.941736463085,92.3093638616771,26219.58276073,26500,232.120332977392
"219",982.104208921264,89.9209520981473,26269.4939899367,26500,233.457915016119
"220",982.203270864858,87.5352202494734,26411.1339647233,26500,234.708488210911
