"","Group.1","X","Y","VRYIELDVOL","SWATHWIDTH","DISTANCE","Heading","WetMass","Moisture","Swaths"
"1","2018-11-02T15:01:20.000Z",-97.6082428560382,44.0830733235707,0,5,0.07232083,356.07809448,0,14.83,6
"2","2018-11-02T15:01:21.001Z",-97.6082429380382,44.0830737115707,579.405937,5,0.23636283,356.07809448,27438.54875562,14.83,6
"3","2018-11-02T15:01:21.997Z",-97.608243293038,44.0830768675707,114.01425461,5,1.154998,355.46809448,5399.2876253,14.83,6
"4","2018-11-02T15:01:22.997Z",-97.608244155038,44.0830828215707,57.06086332,5,2.17205837,355.33809448,2702.19860454,14.83,6
"5","2018-11-02T15:01:23.998Z",-97.6082448350381,44.0830908105707,39.99602627,5,2.92665154,355.84809448,1894.06184736,14.83,6
"6","2018-11-02T15:01:25.002Z",-97.6082455100382,44.0830988385707,35.99642365,5,2.92665154,356.20809448,1704.65566263,14.83,6
"7","2018-11-02T15:01:25.996Z",-97.6082461520384,44.0831100035707,25.85285831,5,4.07494551,357.05809448,1224.29443967,14.83,6
"8","2018-11-02T15:01:27.000Z",-97.6082465162233,44.083122615748,51.28694329,5,4.59983305,357.93746948,2428.75793997,14.83,6
"9","2018-11-02T15:01:28.006Z",-97.6082468502234,44.083134960748,95.95666575,5,4.50140785,358.45746948,4544.15743812,14.83,6
"10","2018-11-02T15:01:29.010Z",-97.6082469672236,44.083147423748,105.39998901,5,4.53421625,359.01746948,4991.35041456,14.78,6
"11","2018-11-02T15:01:30.004Z",-97.6082470752236,44.083159892748,130.59441399,5,4.53421625,359.29746948,6184.47378099,14.78,6
"12","2018-11-02T15:01:31.012Z",-97.6082472032237,44.083172653748,137.06305304,5,4.66544985,359.57746948,6490.8038771,14.78,6
"13","2018-11-02T15:01:32.014Z",-97.6082470502237,44.083185790748,141.3458633,5,4.79668344,359.85746948,6693.61532914,14.78,6
"14","2018-11-02T15:01:33.006Z",-97.6082469482237,44.083199140748,160.29143911,5,4.86230024,359.83746948,7590.81505951,14.78,6
"15","2018-11-02T15:01:34.010Z",-97.6082466912238,44.083212171748,148.42060325,5,4.76387505,0.28906247,7028.65454977,14.78,6
"16","2018-11-02T15:01:35.002Z",-97.6082464472238,44.083224931748,158.07179397,5,4.66544985,0.32906247,7485.69453479,14.78,6
"17","2018-11-02T15:01:36.005Z",-97.6082462602239,44.083237409748,152.95651724,5,4.53421625,0.45906247,7243.45901746,14.78,6
