"","Group.1","X","Y","VRYIELDVOL","SWATHWIDTH","DISTANCE","Heading","WetMass","Moisture","Swaths"
"1","2019-10-19T16:40:21.000Z",-97.5998416386866,44.0954941088108,1.16357819,5,1.49969604,162.17185974,73.18310515,17,7
"2","2019-10-19T16:40:22.001Z",-97.5998429316867,44.0954966008108,1.62382118,5,1.00757006,162.36185974,102.11983431,17,7
"3","2019-10-19T16:40:22.998Z",-97.5998423496867,44.0954957998108,4.38076636,5,0.35140208,162.36185974,275.58278865,17,7
"4","2019-10-19T16:40:24.007Z",-97.5998413126868,44.0954930948108,1.39759988,5,1.04037846,162.83185974,87.91064802,17,7
"5","2019-10-19T16:40:25.003Z",-97.5998400316874,44.0954877788106,0.7030922,5,1.95901363,164.80185974,44.22972904,17,7
"6","2019-10-19T16:40:26.002Z",-97.599839102688,44.0954820208105,0.61634862,5,2.12305562,167.30185974,38.77162189,17,7
"7","2019-10-19T16:40:27.001Z",-97.5998385336888,44.0954761158104,0.5730239,5,2.15586402,170.07185974,36.36341626,17.74,7
"8","2019-10-19T16:40:27.998Z",-97.5998381826895,44.0954699848103,0.54800493,5,2.25428922,172.33185974,34.77574224,17.74,7
"9","2019-10-19T16:40:29.000Z",-97.5998375945108,44.0954608673508,0.38968448,5,3.32889006,174.82029724,24.7272539,17.74,7
"10","2019-10-19T16:40:29.999Z",-97.5998381445119,44.0954497753508,0.30497674,5,4.05067484,178.59029724,19.3534618,17.74,7
"11","2019-10-19T16:40:30.997Z",-97.5998404755134,44.0954374143509,0.25774689,5,4.54280082,183.55029724,16.35297902,17.74,7
"12","2019-10-19T16:40:31.995Z",-97.5998435235145,44.095425486351,0.07701753,5,4.41156723,187.21029724,4.88681428,17.74,7
"13","2019-10-19T16:40:33.002Z",-97.5998475315156,44.0954137653511,3.72389619,5,4.41156723,190.77029724,236.34410859,17.74,7
"14","2019-10-19T16:40:33.997Z",-97.5998523715164,44.0954022393513,4.93660767,5,4.37875883,193.80029724,313.30914003,17.74,7
"15","2019-10-19T16:40:34.995Z",-97.5998578345171,44.0953908033515,4.94393282,5,4.41156723,196.54029724,310.97909025,17,7
"16","2019-10-19T16:40:35.993Z",-97.5998638975177,44.0953795733516,0.19279271,5,4.37875883,198.95029724,12.12876966,17,7
"17","2019-10-19T16:40:37.001Z",-97.5998707225182,44.0953684373518,0.10898881,5,4.44437563,201.24029724,6.9075143,17.68,7
"18","2019-10-19T16:40:37.999Z",-97.5998781095186,44.095357619352,0.05055509,5,4.41156723,203.51029724,3.20935042,17.68,7
