"","Group.1","X","Y","AppliedRate","SWATHWIDTH","DISTANCE","Heading","ControlRate","TargetRate","Elevation","Variety"
"5219","2018-05-20T20:59:31.299Z",-97.6049204022495,44.0857009233471,27439.0354960133,2.5,7.94523169,179.54834204,27500.14789776,27498.38939021,1500.75056421,"4296 VT2P"
"5220","2018-05-20T20:59:32.300Z",-97.6049195358683,44.0856792324062,27394.5200753667,2.5,7.91242329,180.25834204,27500.14789776,27498.38939021,1500.81946185,"4296 VT2P"
"5221","2018-05-20T20:59:33.299Z",-97.6049190046979,44.0856573242566,27417.4522617567,2.5,7.97804009,180.50834204,27500.14789776,27498.38939021,1500.78009177,"4296 VT2P"
"5222","2018-05-20T20:59:34.299Z",-97.604919301672,44.0856359936414,27417.4522617567,2.5,7.7811897,180.08834204,27500.14789776,27498.38939021,1500.76368757,"4296 VT2P"
"5223","2018-05-20T20:59:35.300Z",-97.6049191611002,44.0856142663734,27402.61378821,2.5,7.91242329,179.78834204,27500.14789776,27498.38939021,1500.7407217,"4296 VT2P"
"5224","2018-05-20T20:59:36.299Z",-97.6049196840106,44.0855923421747,27426.8949267467,2.5,8.01084849,179.59834204,27500.14789776,27498.38939021,1500.76696841,"4296 VT2P"
"5225","2018-05-20T20:59:37.299Z",-97.6049193527679,44.0855711147749,27534.81109801,2.5,7.7483813,180.06834204,27500.14789776,27498.38939021,1500.76368757,"4296 VT2P"
"5226","2018-05-20T20:59:38.300Z",-97.6049187385415,44.0855494878447,27505.1341509133,2.5,7.87961489,180.32834204,27500.14789776,27498.38939021,1500.78665345,"4296 VT2P"
"5227","2018-05-20T20:59:39.299Z",-97.6049189217672,44.0855280610207,27439.03549601,2.5,7.81399809,179.85834204,27500.14789776,27498.38939021,1500.83258521,"4296 VT2P"
"5228","2018-05-20T20:59:40.299Z",-97.6049190605023,44.0855064739901,27417.45226176,2.5,7.87961489,179.28834204,27500.14789776,27498.38939021,1500.83914689,"4296 VT2P"
"5229","2018-05-20T20:59:41.300Z",-97.6049189482255,44.0854846661655,27339.2130375933,2.5,7.94523169,179.13834204,27500.14789776,27498.38939021,1500.90148285,"4296 VT2P"
"5230","2018-05-20T20:59:42.299Z",-97.6049183916763,44.0854637109066,27381.03055396,2.5,7.6499561,179.66834204,27500.14789776,27498.38939021,1500.93757209,"4296 VT2P"
"5231","2018-05-20T20:59:43.299Z",-97.6049173516274,44.0854415305745,27403.9627403533,2.5,8.10927369,180.09834204,27500.14789776,27498.38939021,1500.97038049,"4296 VT2P"
"5232","2018-05-20T20:59:44.300Z",-97.6049169166252,44.0854198218602,27447.1292088567,2.5,7.91242329,179.88834204,27500.14789776,27498.38939021,1501.02943561,"4296 VT2P"
"5233","2018-05-20T20:59:45.299Z",-97.6049173064925,44.085398340505,27434.9886395933,2.5,7.84680649,179.49834204,27500.14789776,27498.38939021,1501.01631225,"4296 VT2P"
"5234","2018-05-20T20:59:46.299Z",-97.6049167616368,44.0853762785915,27412.0564532,2.5,8.04365689,179.46834204,27500.14789776,27498.38939021,1500.95069545,"4296 VT2P"
"5235","2018-05-20T20:59:47.300Z",-97.6049167010554,44.0853546111601,27350.00465472,2.5,7.91242329,180.00834204,27500.14789776,27498.38939021,1500.90476369,"4296 VT2P"
"5236","2018-05-20T20:59:48.299Z",-97.6049159732638,44.0853333023391,27382.3795061,2.5,7.7811897,180.38834204,27500.14789776,27498.38939021,1500.88835949,"4296 VT2P"
"5237","2018-05-20T20:59:49.299Z",-97.6049160661984,44.0853116973439,27372.9368411133,2.5,7.87961489,179.97834204,27500.14789776,27498.38939021,1500.83258521,"4296 VT2P"
