"","Timestamp","LonM","LatM","AppliedRate","ControlRate"
"3","2018-05-17T15:24:19.599Z",13.3555548559021,274.39591493967,25997.0056575,26000
"4","2018-05-17T15:24:20.603Z",13.351073525803,272.936917582648,26197.99952648,26000
"5","2018-05-17T15:24:21.600Z",13.3352540352524,271.159731388639,26223.62961715,26000
"6","2018-05-17T15:24:22.602Z",13.3865905777833,269.536978731237,26223.62961715,26000
"7","2018-05-17T15:24:23.599Z",13.234030858195,267.996051931102,25880.99577339,26000
"8","2018-05-17T15:24:24.598Z",13.3116693235621,266.102027856376,25880.99577339,26000
"9","2018-05-17T15:24:25.603Z",13.0189966583042,264.518083338601,27420.15016604,26000
"10","2018-05-17T15:24:26.600Z",12.9897318148393,262.343790441566,27420.15016604,26000
"11","2018-05-17T15:24:27.603Z",12.9573532308152,260.124836207006,24217.7377837833,26000
"12","2018-05-17T15:24:28.602Z",12.9459683329182,257.98509650608,24577.90800538,26000
"13","2018-05-17T15:24:29.599Z",12.8551575253486,255.799772774253,24675.0325595133,26000
"14","2018-05-17T15:24:30.598Z",12.7807990729259,253.667732152965,24978.5467911933,26000
"15","2018-05-17T15:24:31.602Z",12.6554907930741,251.500115064789,24778.9018743567,26000
"16","2018-05-17T15:24:32.600Z",12.5565524155033,249.359461915813,24970.45307835,26000
"17","2018-05-17T15:24:33.603Z",12.5166795045791,247.194108937267,25094.5566753,26000
"18","2018-05-17T15:24:34.602Z",12.5660282713043,245.017027344131,25178.1917080333,26000
"19","2018-05-17T15:24:35.600Z",12.498728296038,242.895334556058,25179.5406601767,26000
"20","2018-05-17T15:24:36.602Z",12.4046814088804,240.77511348073,25593.6689674,26000
"21","2018-05-17T15:24:37.600Z",12.3957085779454,238.586777148065,25791.9649321,26000
"22","2018-05-17T15:24:38.599Z",12.2790416093752,236.399850320381,25835.1314006,26000
"23","2018-05-17T15:24:39.601Z",12.3346723477025,234.242211335624,25885.0426298133,26000
"24","2018-05-17T15:24:40.599Z",12.2694837536842,232.07078853945,25885.0426298133,26000
"25","2018-05-17T15:24:41.603Z",12.5304770340409,230.116743484488,26110.3176373233,26000
"26","2018-05-17T15:24:42.600Z",12.7600140359397,227.745500203334,26108.9686851833,26000
"27","2018-05-17T15:24:43.603Z",12.8095458554253,225.574705254983,26079.2917380833,26000
"28","2018-05-17T15:24:44.600Z",12.8520102981627,223.384917649548,26197.9995264767,26000
"29","2018-05-17T15:24:45.598Z",12.9568940904154,221.187533531268,26119.76030231,26000
"30","2018-05-17T15:24:46.603Z",13.0671647458438,218.93055630196,26185.85895721,25333.3478520167
"31","2018-05-17T15:24:47.599Z",13.2096321942183,216.725526453829,25840.5272091633,25333.3478520167
"32","2018-05-17T15:24:48.598Z",13.3727713410767,214.521618282208,25762.2879849967,25333.3478520167
"33","2018-05-17T15:24:49.603Z",13.7166604871735,212.287160540199,25654.3718137333,25333.3478520167
"34","2018-05-17T15:24:50.600Z",14.1086763660168,210.08975655472,25002.8279297267,24666.6957040333
"35","2018-05-17T15:24:51.602Z",14.4389078038665,207.892505720947,25403.4667155467,24666.6957040333
"36","2018-05-17T15:24:52.599Z",14.839466883995,205.677138006986,25186.2854208767,24666.6957040333
"37","2018-05-17T15:24:53.599Z",15.406009094393,203.542951519926,25094.5566753033,24666.6957040333
"38","2018-05-17T15:24:54.601Z",15.8052219862685,201.339483318071,25087.8119146,24666.6957040333
"39","2018-05-17T15:24:55.599Z",16.5496313889509,199.148609156112,24978.5467911933,24666.6957040333
"40","2018-05-17T15:24:56.602Z",17.5390192225447,197.062181822033,25035.2027811067,24666.6957040333
"41","2018-05-17T15:24:57.600Z",18.5003224218827,194.869814819867,25035.2027811067,24666.6957040333
"42","2018-05-17T15:24:58.599Z",19.7486435555238,192.793436232243,24892.2138541833,25333.3478520167
"43","2018-05-17T15:24:59.600Z",21.0232503520699,190.77911170031,25121.53571812,25333.3478520167
"44","2018-05-17T15:25:00.600Z",22.3098982648496,188.83844945534,25326.57644352,25333.3478520167
"45","2018-05-17T15:25:01.599Z",23.3612638496748,186.732608155561,26049.61479099,24666.6957040333
"46","2018-05-17T15:25:02.600Z",24.0145773802781,184.56059796488,25495.1954611233,24666.6957040333
"47","2018-05-17T15:25:03.598Z",24.5908654670016,182.600186153632,26343.6863576833,24666.6957040333
"48","2018-05-17T15:25:04.603Z",24.8041497529053,181.043935044479,27233.9947706133,24666.6957040333
"49","2018-05-17T15:25:05.600Z",24.8178333619139,181.095164227882,27233.9947706133,24666.6957040333
"51","2018-05-17T15:25:41.603Z",37.6447617635672,185.218091238923,24285.18539082,26000
"52","2018-05-17T15:25:42.600Z",38.4680841389643,182.955911843964,25997.0056575,26000
"53","2018-05-17T15:25:43.203Z",37.3473213111189,182.109024202905,25997.0056575,26000
"54","2018-05-17T15:25:43.403Z",36.2029769778335,181.840148789815,25997.0056575,26000
"55","2018-05-17T15:25:43.603Z",34.1497289677349,181.549810861218,25597.176242966,25600.00871121
"57","2018-05-17T15:25:44.202Z",31.0828128689539,180.784134203074,20400.203225315,25000.021778025
"58","2018-05-17T15:25:44.401Z",27.7848902931536,180.575671604102,21381.3819597282,24727.3004447591
"59","2018-05-17T15:25:44.600Z",27.7962390706621,180.439354834542,25065.8607843091,24727.3004447591
"60","2018-05-17T15:25:44.800Z",26.8460299277836,180.12443085746,25190.3322773033,24666.6957040333
"61","2018-05-17T15:25:45.598Z",26.7881980757827,179.182897895744,25804.1055013667,24000.04355605
"63","2018-05-17T15:25:47.600Z",27.0195954882314,175.722917718406,22640.8127311833,24000.04355605
